_id,finishedAt,gameLobbyId,treatmentId,roundIds,playerIds,batchId,createdAt,data.justStarted,data.roleList
Z5FZXHNfuyphj5PhR,2022-01-07T17:13:05Z,Z5FZXHNfuyphj5PhR,Ff98HmPE9kHvAYXxg,"yjRSqSc3bTYkzaEMa,jmAxvdFdC9DteHQQ4,5dbRWpRE4yKvqiZyt,zHq8W8hXFL4hmRrtB,nDTi2ebJYm9mEDF8Z,7c4cteb6ykZrZwYWs,7KzWaR7BQotTnJYz7,TCTd9KeKJRzj4MyL7,7fFccMEHBzTTnRD83,gBGqJQWfcHHg3XP4y,XJudnzbQpgH3Ctco8,Q2fp3Y3oiPDExzDXj,6gewGqNoPgDHqEWb4,2fFg6HkuxPpkJAigH,P9z4Cx3aQRTwYePMr,Akn23BuNFxMo5soNi,E8XPitmrvfcbYowQM,Zq4eQGdfJ5qhafS6v,wWaWwzydX2ZuL4o5k,wAmqqrNaeBY8BKFW5,FwePpwhWcmv4yhx7r,9crQDcMSLxe63ZyYp,eNrhq99BjREeEucSJ,iHtWvGGdYKo3ByKmb,QRFD6X7dmX2uzxK2k,pCAvKyt7zWPBecrLM,KYQ5CqrniSztZ8WA3,kpcbvmkgdkyqxXFJo,vHq9drYNwmHSShFit,GSkcSL5LS5fbFST3F,FkWdYLJ74SPTcWwgf,ZLNKeTo88xGHcn83M,j8XvpPHy3upQ5WD7w,8p8Saa9Jmbdf9Z9Ze,GNFRidY4rpu5h7p83,zsdx3skcQX3gSFs6K,i7WBko939qsrPoLzf,Dv26iLbnc3Btm98yH,hKr4FwFoXgKLdWTsv,FNfZ6hDqyhKjc2Pcc,QXQhXEq4nJht6zS6P","GEP2thqtKeEPqmAYh,m3yvm4LFxdtfHeBRw",7j4deXHZoDXCRypHx,2022-01-07T17:01:22Z,false,"{""GEP2thqtKeEPqmAYh"":""p1"",""m3yvm4LFxdtfHeBRw"":""p2""}"
vfnssDmogHKt69J8W,2022-01-07T17:17:33Z,vfnssDmogHKt69J8W,Ff98HmPE9kHvAYXxg,"2ZJ67qRQJn4diw6fx,FFeySzRvpMvTYfrEs,LXdmjPbN62cAPfaJG,fw2ErhqMSStSKCcut,iqXtjA2LPLZXvHx8y,hdaQz5k6KqFkyB8aE,okbFGF2Jbmu88x2rA,v687pac6xnnd5Evco,gxxjicQHjXrchPPqx,DG8t27oDikhR5NPRs,Hc63SBqesaTKuZrzP,JykzABSSxo5rSdjLi,iFiFnhbk6kXX4bM5X,My7sPegnz7vXfiH7p,2ZYw2ac2ibZ2qgfLd,H46gHbfwi7DEi5HX9,QriAKrguq7SfvQzaa,DoJ6FjxJxJE75jThY,kMioAcZdacDqxczrb,W4RwRiy2EFFQ8Hqaw,ov2dnJXCJcnAvLPrr,jpTtEt3oWKcNnR284,xzt6GuvPxSf4TuoWu,cGHd3Jgpx4XupCaFX,LzZtfoPFH8BrfNmC4,Nb9N4NCMoE9rDzaLh,4dt57q3zRC4AfoaAY,kF5XbDNJv9xj6DFGo,TbJFoQEhEdyyTax7C,yaP2fQNSg6q9umHtv,HCBEYYWmRqpJ2BznN,3ygzbYjyF3psiDZnf,8ckq8Dg7TgExy5bGM,KhNasMPzGBLaTPLXz,98cw4bAb2RaYwAcjA,wmuo75dCcNhupPBuo,hZkALJZZzWpQBaC7c,6NZifcFRAP6Ht4ZRD,HRfYB2nADa2oZh6sE,psv6BdTh4PWDjfG2Y,hmxMtYtTf9u8voyNs","4swErhnRANwAntH8y,WKGaEaWxkF89GASP5",u3SRc6Y5bSXru8Jpo,2022-01-07T17:01:43Z,false,"{""WKGaEaWxkF89GASP5"":""p1"",""4swErhnRANwAntH8y"":""p2""}"
FsfQ4y827izGotseF,2022-01-07T17:12:54Z,FsfQ4y827izGotseF,Ff98HmPE9kHvAYXxg,"EN4Mdpt58aZorWcRr,mz868H3TRmXpfG7b8,JJRwwjBq53xzQxmuB,jJcwNjvpTWGqB7MG7,MSnfdFPNW4SLQudLJ,u8zZxCeKoK5RZnd9k,WJ9wPka3vf2vvPBfY,CEGHLGEc3LubZmC5H,d9Y27tDwFYGmtbXJi,SSg2C2QukrgwRRePK,gge3RbBrYXMoMp2FZ,DyQkoWHDFJKXdtYcW,MDDbicaYjNwuJnXFE,n9r6AArJZiwCDefis,8z4734coDQG9bHYTY,Pjoziu7C386vFQFo2,BgvzqTrBt8ww4apib,6C9FiPct7EJNQeP2X,mpENh7DWiCkprFZaJ,yxhhXaB2LoJjBj3wP,C2YoWyduJhbqG4CDA,8BAAfN49QHtaoAQ2E,w5m9a8P8ZtoyCfc3W,S34oggMze9SbLgjNS,We9G3MphAtqZT4RmH,yo8EgbQNMXYeNdaC3,YDAWK62zEcNWsMaXF,xAsh8HnKJYqcBG8aD,79HCaioDzEyjFN9gx,rSYk6hrc7vmHGXhcr,XkqHaRcnaCTdnSQ4R,RBDoo8ephznFAkqfH,vPffCrDEPuDr8YmTR,YNZrHrhxgxurzBtHZ,JmHTkDovaZTBmiWpY,7CbX3JHTKLt5PE3wL,jTvvLSe2LTiouX9uo,muKwHN7XeJoxXwQft,FQLJbwjNegQtXtifb,8wfnq6apx5L3JPcpe,DFRFADgz7foTfgqpD","2Fsgr2KWbJdTo3ZZQ,WNB3KubyGxLpMEYES",zmkCCoYA5p4masquK,2022-01-07T17:01:59Z,false,"{""WNB3KubyGxLpMEYES"":""p1"",""2Fsgr2KWbJdTo3ZZQ"":""p2""}"
qQjJutcTAnoidrRNk,2022-01-07T17:17:09Z,qQjJutcTAnoidrRNk,Ff98HmPE9kHvAYXxg,"BtK677vkhb75CddiD,54BB3cbvrTcawy69d,MiTwaA7qmzAaGdjM9,Pxwb3QPESY2WBFvEw,4JsWAgjNWaZaLCvvE,TbBWAM5cwXmbwYMCQ,XsQSW22W74AfjZ7ym,cfDYsLzSjQNYzEsoi,eZBtcHDCgZDMZjXnr,e3dZ2Trx2PiFN8YrC,pBHtjYNoGm3JRJ9jJ,Kz6XB66W7nLC8RwZp,uiGTeLv62kF8pMjZw,WizgB5dCkLTZXfzYv,btqPned7AxeAg7tjb,pkhDaSLoW8iPEsao7,6SjtE4wv4PBmwjE26,3xcZFpadsKGaMLC4s,StQYrRQqz5xnEvtqk,yoQiBCEXu6LK7uNwZ,5SF22GwGSDnzdBrHG,LBfzJs56fdwyfdj7W,spekjfCn5kFAdMk99,SBhYPGdLwJnH2fnLN,ZX5wZcmaqG6G777Fn,KPoLfwKd7vCtikDE8,dB8yijryNApzFPar4,obEge7ML5zGgWEo6L,DZekocpfQFfnqZdnt,CJXbbmnyNLiFqym4s,ArBCH4j5SrMS3Phmb,JPwBgoCssnmEQx8t9,FLSinhEX9w3aLCcwD,c7phwPJHi9LYD8MKA,L2tnYP7btvrEb5HWk,ohyJdD8da25zQqtC9,BNfnfyfoTJ3XXiuu2,kvBu8TS9vKxgdDRPg,P7Mc27sKqoTsWaJmR,WRrYXkywLNEcrWJYF,jfshWLoShqumok4aZ","mgvdRrSWCx3F22Q9m,tMQaWYotFudCLtrcE",DrvRja8wpBCe7meoQ,2022-01-07T17:02:16Z,false,"{""tMQaWYotFudCLtrcE"":""p1"",""mgvdRrSWCx3F22Q9m"":""p2""}"
EApCFxzD7xBNjX3sd,2022-01-07T17:18:24Z,EApCFxzD7xBNjX3sd,Ff98HmPE9kHvAYXxg,"nCt4ms2CnKQnTyvaE,966nw5G8EPHeXJNwY,tgCpAMxJTwSddNvbZ,nMcERNLi2Cwpfpozi,mKWQSuPA3duZEqKPB,zWbiiFLfRoWRCMmJC,CSBFE5u8Qfzbkzdeu,AGwXaxHgC3DSGXsAH,ErjLEoR7ngz4DjsR4,FYZdhGN6kmimdK7ke,xdcCC4Zaxhigusm9j,hEy6RBCpYwrjuE8JY,pR5xLXFcZcEbfgyfk,6KagvnpwfQFshAPgZ,7c84r7MtgnTnCSG6h,Mqvt7waXvMphc3xKd,AtfEcKhRbBXTTGK4C,WHsfwWXJZhj7cPTgt,D8LBih8onBaYv5YGw,6aZzvHiXiaQvruZps,GeMbPm943yo3XiYMx,TdnhRLWsaNHioDDga,9sWBB4MdkRfL2gomd,qKSEPcn3tbPJoLyA7,YQg2zDbkDfrcwtqHM,XCGDiE8w4mPiotdmQ,nXkwDSo9APJCv9xw9,HqZswc6cCaGm7SnzD,4px25JLuGCoMbR4nN,KtD7LhTRJbujyQbMi,6WZqkrBv9APd372Li,g3zEftLo3WbhysPZf,kui5AWwNbufhsnNBv,4my3bELdKaa42bg6H,yJB6H7BKGLoWq9F73,mfMyvPrxM5kmxAMj9,d6iWB96fwEQA7vp7k,pkgJFg9m3SpjKept6,bvSPrxZ54kmdzse6M,rvR7wa8HHDe7Lraz7,wMaDfg3d3kjbYFkG5","BF4JK2mnp3HZ9yEha,W22TvgSDkAs7BwkDk",tSfoC7qqjzYwje9Zw,2022-01-07T17:02:30Z,false,"{""BF4JK2mnp3HZ9yEha"":""p1"",""W22TvgSDkAs7BwkDk"":""p2""}"
z8rC9dut5Ap2MqTuu,2022-01-07T17:17:17Z,z8rC9dut5Ap2MqTuu,Ff98HmPE9kHvAYXxg,"MhwmLCNPr7kwJTsaP,dp4hdngd2fH74mBwQ,gEQrXRfCCEbDJjjaq,T7DvN66MjDoh7zJZ2,k555pwG2ocogQoe2D,o5MHi75C8bXHJHcQE,9HDu8Sg2KGosNsruk,LHJB4ff9YY3Hq7qvy,DARcWk892Pp5SvqBr,h44sgwHQc2zLhBeF6,xF3Swm2DigGcyLo6J,xHwDARP7osmqBDSme,Mnh2CMc8m8ENXDzxB,MpwQr7fKTseEjvbeR,PiQLxviCkpfEXLx7y,tMujCLvPaFRehmkM9,cvEww6uNioDittJsQ,2jXfDFnAouFXCPxir,4YpXyXoQJNrsP7ja4,zcXfJKgB2wpHMftbd,at5yrLeiCuMahPFHB,htfE3uJvthwLSWJLo,PTo6eGGGzeanokTSJ,hZgzR6fXwTRk6n42J,wj8MJHp4kN3EtmgER,qXMq3EfQZify6Fzrp,qoA7jFnPcaGE3JnXY,totHgWBcEyfHGN8fg,WvCnatTBa7QPvjKC9,mFJ3sdhRETYns4ANK,cjwJGacKPRr9Sf4r9,2C4bFGEsDzyBsoz5G,nzzhff9YBrq8rXmG8,2WiehFctiHz9dYGhS,Ds442pWegxeHCg6ZN,K8f7uJtvAnDuoAWCF,LebDh7Rr3HBE8ASk8,38SCiw2qM7rv2BGZD,RzGAeXL8Kxn9s5zMd,AFh2N2ZC7GhZzjiQX,5qFxvLcGg3wAZrvTd","HNDrt2xfdTWLDRvhx,t6rzkw8iTRgxRFf3y",6TunnEQwgPkXuKcd4,2022-01-07T17:02:38Z,false,"{""t6rzkw8iTRgxRFf3y"":""p1"",""HNDrt2xfdTWLDRvhx"":""p2""}"
xaYY3p4YzND7tkitf,2022-01-07T17:19:24Z,xaYY3p4YzND7tkitf,Ff98HmPE9kHvAYXxg,"XhH32grhezHyaesNS,9GHx37vNGeK8YddKv,yhH9YGaRrBHC4QFBp,dBxyWicy2qANQbdaY,QZSBc4WmFnMsEbsWn,iY4PqT7WchoPXmKvP,8pZGLhu4ttaJS9eGr,CSbm7rJgKJeK3KZH7,y5t89qJARtqQXhf3z,qfhYvkS6ywkAK4QAs,jrHXveXgkKqnqnuS4,whBiiL2YMAxFiE3wx,kDmYZzL7fw3aihgnh,NRAnQTCtedA7K5dQe,Qtk8zNw2gzxuCdkJT,MSzMTXv2LfwLSkkJ8,9S628onvyf37mqgR5,nZ2fDHE2girQmKG6a,n8Zmr3GjcR6BrF5Dz,XBfe7xJCn7mGjFJ2w,kuPqvbdg9BbDLEXR9,AnmidfrRkTa6i8w9i,CSSCBXfm72iRLTDhB,W7Tzz4kP98oh9bWiq,bCXQXkhDi5eqgqfrm,kKmkytfaeBdY4HtYa,QxEbeuBrNFoJCwjJz,yAPz8Lyfcr8baeogH,36xAXouBjT9wmc8zB,3NY4Mw6qPZqD9sMdm,zFqcAMbDaGvpLN9PB,NKyZfTYCpRG8Tqbgq,FkKakKTJwFcriQhbd,snubLnLnzR4K5mxjs,Ww24CusKnHrivGBGu,Y9Cqnxtp7Ab62ATzy,5RBAqtjgmjnWQ8N8S,veuhprYuqiin4mCP8,HJvBCTvyE4J8ZHruN,yiBjovTadCcru8xfS,2agCBzdQTqPMzw7KY","W2hQLgAjYbZKH6x5W,xWJADoRxt4sYfv9L8",zG2TBDD3qWFndTbCn,2022-01-07T17:02:49Z,false,"{""xWJADoRxt4sYfv9L8"":""p1"",""W2hQLgAjYbZKH6x5W"":""p2""}"
W3QWhzvvzxZZbn3mB,2022-01-07T17:21:31Z,W3QWhzvvzxZZbn3mB,Ff98HmPE9kHvAYXxg,"sqsfyAZsfsrCHkRL6,btpEFidyCuTwR8cZb,K6Ak9MSAinR9LG9Qj,uHjbYtzZnzd7MqJY2,yxvYmLjumfLMfgXCw,TC8bkcpahepSSmT2d,iJW2ofqvK2zpkdvsW,ojRhyKYCNhr75FNkQ,bnzpXqWFqrwh7KZjF,sFATXRAaKwzK2xZy7,YHYKT8Cd32RwyaDx4,hP98XRvLekKXDQNJG,A2RPajifw8zyuS4uZ,6548Wf8kkTbXGjfQY,bHLS4mxs3zjF6KGLk,XksozchjRPERuxL5e,9FymuGSb8WMTGguRQ,gZaeRSuy7zXryiRBy,Fxwd5ywbddAua2Jc7,AZe4aDdhvXysmycwo,btrEvSAKW5v3FMAed,5g6gYKCvDzYdAW2aB,gf3sQzfRDjxKDobGa,3D2r7gxYf9gd2b2jR,49Js6wyqyH3So3acH,cWao8CBAgjnKwJMJn,MXk3edqAJR5sHMrWG,3iyHvJ64uZJBTvoFC,kDcLs8ihvK2zKDjMm,xa4gPdAw7FJGvbpoo,f3MwsBBD5yWRCchri,wuqCxtTaJvZaJBFY4,odJAXcLwffgiEXdPg,6pk95RN6uBFpY7Bms,y4nvbM7QmkypRmJe2,aXhzz936iSTpHdaNe,uDE9ZDnwzv2XBTNfY,XzsmLPw4hAXQAME8J,omr4oi9p9RNgfe8Jk,KrRgj5hsWwaTKXfAW,EZWEtPc2wimbzJXyW","QAWkDWntmipuk7oRS,tpGrrWavY2bsca3xo",uWhmagM4wT7CqehQY,2022-01-07T17:03:04Z,false,"{""tpGrrWavY2bsca3xo"":""p1"",""QAWkDWntmipuk7oRS"":""p2""}"
PTvBrGnhMF2yLncsp,2022-01-07T17:14:46Z,PTvBrGnhMF2yLncsp,Ff98HmPE9kHvAYXxg,"TAizvSGygQjyvW8rB,gq8Y3ML6mR5wotNPF,N8h4PkBAYv7LhjDPp,x4mKcC2kup6oz4RQf,imC3km32C2Q9C4x9x,NZgB5WNhW5msZqfgR,S3YMXJ6n9aAjB6kQE,Xpftdk6e3SXijHciQ,ebPWrmLweTCMGMyZY,K5StHpWv65FHP3N9p,KRCfmYHyQSvvtwLkC,cDJbYENSYG6KxF6xC,DcqCmP49BLoxg4WGi,gYWT6QPhki4v5X35X,PD9wFXv6u3A7PrhKK,NdMNQLgAtcJ5BDKNh,pzGStzCixnutEWx8x,3ufDgvGBthzP7N5w3,2yNnxs64XHkKADHHc,TunaHaou4Wrp7hqLk,aWyYSFSNRDEofe8XT,69YkLrDrFJWos9rbn,g7uijRqRpjisx7ddd,ifHcukXTgKx7H8ahc,K3mwzkDiywN98uHzJ,yeKvkXw5sZig3NLpJ,tWgyNjfLqmp4Dkkn3,8AJdo2Rno9uWTi5Rh,5BjrXu63aBFTXv7gc,qDGbcGmLpB4eLwfr7,cScEhxXwKBahgQAke,Wer6p3y8RFjxFDpdZ,k7QKuxSdmJSkoPidY,hyGyPMMshaT9iDGrd,zkgCyHaEhviB9X2Nz,N5EYe3QyfivSE26ev,hPjmtTLLSFNE8XLgz,WzJct3MguYPA9unwA,QmhkY2aLTBANRRDLb,65guXexsqPM9qrBus,EjaDfBdNFasgKr7TN","Pi8bdBNhxNn44uNdJ,ek5AGM5aGvZYuDRyH",LDChQLwY5zq6TA28W,2022-01-07T17:03:11Z,false,"{""ek5AGM5aGvZYuDRyH"":""p1"",""Pi8bdBNhxNn44uNdJ"":""p2""}"
HPKNwkNt2QsoLh4Ni,2022-01-07T17:17:41Z,HPKNwkNt2QsoLh4Ni,Ff98HmPE9kHvAYXxg,"RdMcaTbAwPpbpQC8c,vkfJffqtLMjBN2zET,nSkaHX4c3vuCcKfBG,pESpgaoS3GCjB6won,rMYTzYrfEZEf4Ef4g,ubWwofBwBsKMZ9uxA,vQHhqudBHeJJM5t2j,wEWXhv9ogpPBgs8yY,CJdfiZztrMwLg94uq,mco33PfNP4xLaXJyQ,7HYNczYPkEqtbNRqP,Jsvi8dAMNmpyXW7Dg,svbwThp3G8if2Hnfw,ygcXuYqndJ6t5TxRZ,yeTfrs53pkEdr6bNt,wPjipW7jH9JbC89iM,EDq6gKh4BDkZH3Cpu,mZtmRv6XaaK687Rz5,97KPRTKzsw9S9R5M3,dRmtrtB3yb6iXQiJ7,WqFAvjQktDGcnDWEL,PS2WFuvRXxzdiduck,3Z6vcpNiotwffzh9B,S4JBbsbNfwZZoh7nQ,tzqXDHmFyifpouo3F,RJbBoFbdTLMJoNHdk,5P9vG7B5TXLafxYGH,5x3NGLCbQvt6PzdL5,NGabGvFXu94qCXdmT,T992YtFZdGPxa8RAR,YLs3sNiFdErZuKdzD,xJiPNmK3d3YHukx3c,Z2tSYNc9jvBs3o7pT,KytY2yespLN9QxwXi,DcDSNRJasKBcNDYsJ,txPPXB8Q8BiapabPw,B7NtnjLCLNMtkuJ6K,9HPHtzCWet2XQkQRW,p8FLH4ytxEo6N2ZQB,SJkfEk5C2B7PRy6aR,qmC4awg8vbJYRJK4A","RSR5yWansLRSYwmS3,p92gQxei87LFJP55C",uQXJvQBTKuEm4cfk5,2022-01-07T17:03:26Z,false,"{""RSR5yWansLRSYwmS3"":""p1"",""p92gQxei87LFJP55C"":""p2""}"
